"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Russian Federation","2010","Total","Both Sexes","Kara-Kalpak","Census - de jure - complete tabulation","Final figure, complete","2012","867","37"
"Russian Federation","2010","Total","Both Sexes","Karelian","Census - de jure - complete tabulation","Final figure, complete","2012","25605","37"
"Russian Federation","2010","Total","Both Sexes","Kazakh","Census - de jure - complete tabulation","Final figure, complete","2012","401455","37"
"Russian Federation","2010","Total","Both Sexes","Khakass","Census - de jure - complete tabulation","Final figure, complete","2012","42604","37"
"Russian Federation","2010","Total","Both Sexes","Khanty","Census - de jure - complete tabulation","Final figure, complete","2012","9584","37"
"Russian Federation","2010","Total","Both Sexes","Kirgliz","Census - de jure - complete tabulation","Final figure, complete","2012","80306","37"
"Russian Federation","2010","Total","Both Sexes","Komi","Census - de jure - complete tabulation","Final figure, complete","2012","156099","37"
"Russian Federation","2010","Total","Both Sexes","Komi-Permyak","Census - de jure - complete tabulation","Final figure, complete","2012","63106","37"
"Russian Federation","2010","Total","Both Sexes","Korean","Census - de jure - complete tabulation","Final figure, complete","2012","42384","37"
"Russian Federation","2010","Total","Both Sexes","Koryak","Census - de jure - complete tabulation","Final figure, complete","2012","1665","37"
"Russian Federation","2010","Total","Both Sexes","Kumyk","Census - de jure - complete tabulation","Final figure, complete","2012","426212","37"
"Russian Federation","2010","Total","Both Sexes","Kurd","Census - de jure - complete tabulation","Final figure, complete","2012","34699","37"
"Russian Federation","2010","Total","Both Sexes","Lak","Census - de jure - complete tabulation","Final figure, complete","2012","145895","37"
"Russian Federation","2010","Total","Both Sexes","Lappish","Census - de jure - complete tabulation","Final figure, complete","2012","353","37"
"Russian Federation","2010","Total","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2012","22079","37"
"Russian Federation","2010","Total","Both Sexes","Lezgi","Census - de jure - complete tabulation","Final figure, complete","2012","402173","37"
"Russian Federation","2010","Total","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2012","31295","37"
"Russian Federation","2010","Total","Both Sexes","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2012","507","37"
"Russian Federation","2010","Total","Both Sexes","Malay","Census - de jure - complete tabulation","Final figure, complete","2012","1221","37"
"Russian Federation","2010","Total","Both Sexes","Mansi","Census - de jure - complete tabulation","Final figure, complete","2012","938","37"
"Russian Federation","2010","Total","Both Sexes","Mari","Census - de jure - complete tabulation","Final figure, complete","2012","365127","37"
"Russian Federation","2010","Total","Both Sexes","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2012","96061","37"
"Russian Federation","2010","Total","Both Sexes","Moksa-mordvi","Census - de jure - complete tabulation","Final figure, complete","2012","2025","37"
"Russian Federation","2010","Total","Both Sexes","Mongolian","Census - de jure - complete tabulation","Final figure, complete","2012","8829","37"
"Russian Federation","2010","Total","Both Sexes","Mordvinian","Census - de jure - complete tabulation","Final figure, complete","2012","392941","37"
"Russian Federation","2010","Total","Both Sexes","Nanai","Census - de jure - complete tabulation","Final figure, complete","2012","1347","37"
"Russian Federation","2010","Total","Both Sexes","Negidalt","Census - de jure - complete tabulation","Final figure, complete","2012","74","37"
"Russian Federation","2010","Total","Both Sexes","Nenet","Census - de jure - complete tabulation","Final figure, complete","2012","21926","37"
"Russian Federation","2010","Total","Both Sexes","Nganasan","Census - de jure - complete tabulation","Final figure, complete","2012","125","37"
"Russian Federation","2010","Total","Both Sexes","Nivkhi","Census - de jure - complete tabulation","Final figure, complete","2012","198","37"
"Russian Federation","2010","Total","Both Sexes","Nogai","Census - de jure - complete tabulation","Final figure, complete","2012","87119","37"
"Russian Federation","2010","Total","Both Sexes","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2012","4928","37"
"Russian Federation","2010","Total","Both Sexes","Ossetian","Census - de jure - complete tabulation","Final figure, complete","2012","451431","37"
"Russian Federation","2010","Total","Both Sexes","Persian","Census - de jure - complete tabulation","Final figure, complete","2012","13073","37"
"Russian Federation","2010","Total","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2012","67446","37"
"Russian Federation","2010","Total","Both Sexes","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2012","11207","37"
"Russian Federation","2010","Total","Both Sexes","Pushtu","Census - de jure - complete tabulation","Final figure, complete","2012","4649","37"
"Russian Federation","2010","Total","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2012","21201","37"
"Russian Federation","2010","Total","Both Sexes","Romany","Census - de jure - complete tabulation","Final figure, complete","2012","128197","37"
"Russian Federation","2010","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2012","137494893","37"
"Russian Federation","2010","Total","Both Sexes","Rutult","Census - de jure - complete tabulation","Final figure, complete","2012","30360","37"
"Russian Federation","2010","Total","Both Sexes","Selkup","Census - de jure - complete tabulation","Final figure, complete","2012","1023","37"
"Russian Federation","2010","Total","Both Sexes","Shor","Census - de jure - complete tabulation","Final figure, complete","2012","2839","37"
"Russian Federation","2010","Total","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2012","1445","37"
"Russian Federation","2010","Total","Both Sexes","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2012","2023","37"
"Russian Federation","2010","Total","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2012","152147","37"
"Russian Federation","2010","Total","Both Sexes","Swahili","Census - de jure - complete tabulation","Final figure, complete","2012","739","37"
"Russian Federation","2010","Total","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2012","7395","37"
"Russian Federation","2010","Total","Both Sexes","Syrian","Census - de jure - complete tabulation","Final figure, complete","2012","4466","37"
"Russian Federation","2010","Total","Both Sexes","Tabasaran","Census - de jure - complete tabulation","Final figure, complete","2012","126136","37"
"Russian Federation","2010","Total","Both Sexes","Tadzhik","Census - de jure - complete tabulation","Final figure, complete","2012","141938","37"
"Russian Federation","2010","Total","Both Sexes","Talyshi","Census - de jure - complete tabulation","Final figure, complete","2012","3402","37"
"Russian Federation","2010","Total","Both Sexes","Tamil","Census - de jure - complete tabulation","Final figure, complete","2012","388","37"
"Russian Federation","2010","Total","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2012","4280718","37"
"Russian Federation","2010","Total","Both Sexes","Tat","Census - de jure - complete tabulation","Final figure, complete","2012","2012","37"
"Russian Federation","2010","Total","Both Sexes","Thai","Census - de jure - complete tabulation","Final figure, complete","2012","588","37"
"Russian Federation","2010","Total","Both Sexes","Tofalar","Census - de jure - complete tabulation","Final figure, complete","2012","93","37"
"Russian Federation","2010","Total","Both Sexes","Tsakhur","Census - de jure - complete tabulation","Final figure, complete","2012","10596","37"
"Russian Federation","2010","Total","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2012","146363","37"
"Russian Federation","2010","Total","Both Sexes","Turkmen","Census - de jure - complete tabulation","Final figure, complete","2012","30767","37"
"Russian Federation","2010","Total","Both Sexes","Tuvinian","Census - de jure - complete tabulation","Final figure, complete","2012","253673","37"
"Russian Federation","2010","Total","Both Sexes","Udmurt","Census - de jure - complete tabulation","Final figure, complete","2012","324338","37"
"Russian Federation","2010","Total","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2012","1129838","37"
"Russian Federation","2010","Total","Both Sexes","Urdu","Census - de jure - complete tabulation","Final figure, complete","2012","522","37"
"Russian Federation","2010","Total","Both Sexes","Uzbek","Census - de jure - complete tabulation","Final figure, complete","2012","273451","37"
"Russian Federation","2010","Total","Both Sexes","Vepsish","Census - de jure - complete tabulation","Final figure, complete","2012","3613","37"
"Russian Federation","2010","Total","Both Sexes","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2012","10148","37"
"Russian Federation","2010","Total","Both Sexes","Yakut","Census - de jure - complete tabulation","Final figure, complete","2012","450140","37"
