,NIVEAU_GÉO,GÉO,QUESTION,LANGUE,CHIFFRE_TOTAL
29945,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mwani,0
29946,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ndébélé,0
29947,Territoire,Yukon,Langue parlée le plus souvent à la maison,Rundi (kiroundi),0
29948,Territoire,Yukon,Langue parlée le plus souvent à la maison,Shona,0
29949,Territoire,Yukon,Langue parlée le plus souvent à la maison,Soninké,0
29950,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langues sotho-tswana,0
29951,Territoire,Yukon,Langue parlée le plus souvent à la maison,Swahili,0
29952,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wojenaka,0
29953,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wolof,0
29954,Territoire,Yukon,Langue parlée le plus souvent à la maison,Yoruba,0
29955,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues nigéro-congolaises, n.i.a.",0
29957,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dinka,5
29958,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nuer,0
29959,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues nilo-sahariennes, n.i.a.",0
29960,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Africain, n.d.a.",0
29962,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langue des signes américaine,10
29963,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langue des signes québécoise,0
29967,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hakka,0
29968,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mandarin,75
29969,Territoire,Yukon,Langue parlée le plus souvent à la maison,Min dong,0
29970,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Min nan (chaochow, teochow, fou-kien, taïwanais)",0
29971,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wu (shanghaïen),0
29972,Territoire,Yukon,Langue parlée le plus souvent à la maison,Yue (cantonais),140
29973,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Chinois, n.d.a.",5
29974,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues chinoises, n.i.a.",0
29976,Territoire,Yukon,Langue parlée le plus souvent à la maison,Birman,0
29979,Territoire,Yukon,Langue parlée le plus souvent à la maison,Karen s’gaw,0
29980,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues karéniques, n.i.a.",0
29981,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tibétain,0
29982,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues tibéto-birmanes, n.i.a.",0
29983,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues sino-tibétaines, n.i.a.",0
29985,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lao,0
29986,Territoire,Yukon,Langue parlée le plus souvent à la maison,Thaï,5
29987,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues taï-kadaï, n.i.a.",0
29989,Territoire,Yukon,Langue parlée le plus souvent à la maison,Azerbaïdjanais,0
29990,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kazakh,0
29991,Territoire,Yukon,Langue parlée le plus souvent à la maison,Turc,5
29992,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ouïghour,0
29993,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ouzbek,0
29994,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues turques, n.i.a.",0
29996,Territoire,Yukon,Langue parlée le plus souvent à la maison,Estonien,0
29997,Territoire,Yukon,Langue parlée le plus souvent à la maison,Finnois,0
29998,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hongrois,5
29999,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Autres langues, n.i.a.",0
30001,Territoire,Yukon,Langue parlée le plus souvent à la maison,Français et anglais,245
30002,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anglais et langue(s) non officielle(s),600
30003,Territoire,Yukon,Langue parlée le plus souvent à la maison,Français et langue(s) non officielle(s),0
30004,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Français, anglais et langue(s) non officielle(s)",10
30005,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langues non officielles multiples,25
30020,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anglais,39345
30021,Territoire,Yukon,Langue parlée le plus souvent à la maison,Français,5740
30025,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pied-noir,0
30027,Territoire,Yukon,Langue parlée le plus souvent à la maison,Atikamekw,0
30029,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ililimowin (cri de Moose),0
30030,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inu Ayimun (cri du Sud-Est),0
30031,Territoire,Yukon,Langue parlée le plus souvent à la maison,Iyiyiw-Ayimiwin (cri du Nord-Est),0
30032,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nehinawewin (cri des marais),10
30033,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nehiyawewin (cri des plaines),10
30034,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nihithawiwin (cri des bois),0
30035,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Cri, n.d.a.",25
30036,Territoire,Yukon,Langue parlée le plus souvent à la maison,Innu (montagnais),0
30037,Territoire,Yukon,Langue parlée le plus souvent à la maison,Naskapi,0
30039,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mi'kmaq,0
30040,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wolastoqewi (malécite),0
30042,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anicinabemowin (algonquin),0
30043,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oji-cri,0
30045,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anishinaabemowin (chippewa),0
30046,Territoire,Yukon,Langue parlée le plus souvent à la maison,Daawaamwin (odawa),0
30047,Territoire,Yukon,Langue parlée le plus souvent à la maison,Saulteaux (ojibwé occidental),0
30048,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Ojibwé, n.d.a.",10
30049,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues algonquiennes, n.i.a.",0
30052,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dakelh (porteur),0
30053,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dane-zaa (castor),0
30054,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Déné, n.d.a.",0
30055,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gwich'in,70
30057,Territoire,Yukon,Langue parlée le plus souvent à la maison,Deh Gah Ghotie Zhatie (esclave du Sud),0
30058,Territoire,Yukon,Langue parlée le plus souvent à la maison,Satuotine Yati (esclave du Nord),10
30059,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Esclave, n.d.a.",10
30061,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kaska (nahani),200
30062,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tahltan,0
30063,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tlicho (flanc-de-chien),0
30064,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tse'khene (sekani),0
30065,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsilhqot'in (chilcotin),0
30066,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsuu T'ina (sarsi),0
30068,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tutchone du Nord,130
30069,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tutchone du Sud,130
30070,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Tutchone, n.d.a.",30
30071,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wetsuwet'en-babine,0
30072,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tlingit,95
30073,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues athabascanes, n.i.a.",50
30074,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haïda,0
30077,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuinnaqtun,0
30078,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuvialuktun,10
30079,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuktitut,40
30080,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues inuktutes (inuites), n.i.a.",0
30082,Territoire,Yukon,Langue parlée le plus souvent à la maison,Cayuga,0
30083,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mohawk,0
30084,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oneida,0
30085,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues iroquoiennes, n.i.a.",0
30086,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ktunaxa (kutenai),0
30087,Territoire,Yukon,Langue parlée le plus souvent à la maison,Michif,0
30089,Territoire,Yukon,Langue parlée le plus souvent à la maison,Halkomelem,0
30090,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lillooet,0
30091,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ntlakapamux (thompson),0
30092,Territoire,Yukon,Langue parlée le plus souvent à la maison,Secwepemctsin (shuswap),0
30093,Territoire,Yukon,Langue parlée le plus souvent à la maison,Squamish,0
30094,Territoire,Yukon,Langue parlée le plus souvent à la maison,Straits,0
30095,Territoire,Yukon,Langue parlée le plus souvent à la maison,Syilx (okanagan),0
30096,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues salishennes, n.i.a.",0
30098,Territoire,Yukon,Langue parlée le plus souvent à la maison,Assiniboine,0
30099,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dakota,0
30100,Territoire,Yukon,Langue parlée le plus souvent à la maison,Stoney,0
30101,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues siouennes, n.i.a.",0
30103,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gitxsan (gitksan),0
30104,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nisga'a,0
30105,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsimshian,0
30107,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haisla,0
30108,Territoire,Yukon,Langue parlée le plus souvent à la maison,Heiltsuk,0
30109,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kwak'wala (kwakiutl),0
30110,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nuu-chah-nulth (nootka),0
30111,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues wakashanes, n.i.a.",0
30112,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues autochtones, n.i.a.",20
30113,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues autochtones, n.d.a.",10
30117,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kabyle,0
30118,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tamazight,10
30119,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues berbères, n.i.a.",0
30121,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haoussa,0
30122,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mina,0
30123,Territoire,Yukon,Langue parlée le plus souvent à la maison,Copte,0
30125,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bilen,0
30126,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oromo,0
30127,Territoire,Yukon,Langue parlée le plus souvent à la maison,Somali,20
30128,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues couchitiques, n.i.a.",0
30130,Territoire,Yukon,Langue parlée le plus souvent à la maison,Amharique,10
30131,Territoire,Yukon,Langue parlée le plus souvent à la maison,Arabe,35
30133,Territoire,Yukon,Langue parlée le plus souvent à la maison,Assyrien néo-araméen,10
30134,Territoire,Yukon,Langue parlée le plus souvent à la maison,Chaldéen néo-araméen,0
30135,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Araméen, n.d.a.",0
30136,Territoire,Yukon,Langue parlée le plus souvent à la maison,Harari,0
30137,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hébreu,10
30138,Territoire,Yukon,Langue parlée le plus souvent à la maison,Maltais,0
30139,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tigrigna,10
30140,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues sémitiques, n.i.a.",0
30142,Territoire,Yukon,Langue parlée le plus souvent à la maison,Khmer (cambodgien),0
30143,Territoire,Yukon,Langue parlée le plus souvent à la maison,Vietnamien,65
30144,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues austro-asiatiques, n.i.a.",0
30146,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bicol,20
30147,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Bisaya, n.d.a.",35
30148,Territoire,Yukon,Langue parlée le plus souvent à la maison,Cebuano,195
30149,Territoire,Yukon,Langue parlée le plus souvent à la maison,Fidjien,30
30150,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hiligaïnon,115
30151,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ilocano,105
30152,Territoire,Yukon,Langue parlée le plus souvent à la maison,Indonésien,25
30153,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kankanaey,0
30154,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kinaray-a,0
30156,Territoire,Yukon,Langue parlée le plus souvent à la maison,Merina,0
30157,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Malgache, n.d.a.",0
30158,Territoire,Yukon,Langue parlée le plus souvent à la maison,Malais,0
30159,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Pampangan (kapampangan, pampango)",15
30160,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pangasinan,0
30161,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Tagalog (pilipino, filipino)",1540
30162,Territoire,Yukon,Langue parlée le plus souvent à la maison,Waray-waray,25
30163,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues austronésiennes, n.i.a.",30
30165,Territoire,Yukon,Langue parlée le plus souvent à la maison,Créole haïtien,0
30166,Territoire,Yukon,Langue parlée le plus souvent à la maison,Créole jamaïcain anglais,0
30167,Territoire,Yukon,Langue parlée le plus souvent à la maison,Krio,0
30168,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mauricien,0
30169,Territoire,Yukon,Langue parlée le plus souvent à la maison,Sango,0
30170,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Créole, n.d.a.",15
30171,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues créoles, n.i.a.",15
30173,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kannada,0
30174,Territoire,Yukon,Langue parlée le plus souvent à la maison,Malayalam,140
30175,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tamoul,45
30176,Territoire,Yukon,Langue parlée le plus souvent à la maison,Telougou,35
30177,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tulu,0
30178,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues dravidiennes, n.i.a.",0
30179,Territoire,Yukon,Langue parlée le plus souvent à la maison,Géorgien,0
30180,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langues hmong-mien,0
30182,Territoire,Yukon,Langue parlée le plus souvent à la maison,Albanais,0
30183,Territoire,Yukon,Langue parlée le plus souvent à la maison,Arménien,0
30186,Territoire,Yukon,Langue parlée le plus souvent à la maison,Letton,0
30187,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lituanien,0
30189,Territoire,Yukon,Langue parlée le plus souvent à la maison,Biélorusse,0
30190,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bulgare,0
30191,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tchèque,90
30192,Territoire,Yukon,Langue parlée le plus souvent à la maison,Macédonien,0
30193,Territoire,Yukon,Langue parlée le plus souvent à la maison,Polonais,55
30194,Territoire,Yukon,Langue parlée le plus souvent à la maison,Russe,90
30195,Territoire,Yukon,Langue parlée le plus souvent à la maison,Russine,0
30197,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bosniaque,0
30198,Territoire,Yukon,Langue parlée le plus souvent à la maison,Croate,20
30199,Territoire,Yukon,Langue parlée le plus souvent à la maison,Serbe,0
30200,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Serbo-croate, n.i.a.",0
30201,Territoire,Yukon,Langue parlée le plus souvent à la maison,Slovaque,45
30202,Territoire,Yukon,Langue parlée le plus souvent à la maison,Slovène,20
30203,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ukrainien,65
30204,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues slaves, n.i.a.",0
30206,Territoire,Yukon,Langue parlée le plus souvent à la maison,Irlandais,15
30207,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gaélique écossais,10
