# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:47:49 2023
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
#
star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr
HIP 102332,HIP 102332,,GJ 801,2MASS J20440065-2121201,1,0,0,0,0,0,0,20h44m00.62s,311.002583,-21d21m18.4s,-21.355119,24.97,1.31,-1.19,9.910,0.090,1.190,0.000,K7V,0.120,0.210
HIP 102333,HIP 102333,HD 197157,GJ 4158,2MASS J20440233-5155155,1,1,0,0,0,0,0,20h44m02.19s,311.009111,-51d55m15.0s,-51.920841,24.17,0.24,-0.24,4.500,0.020,0.280,0.000,A7III/IV,7.610,0.100
HIP 102357,HIP 102357,HD 352860,GJ 804,2MASS J20442195+1945006,1,0,0,0,0,0,0,20h44m21.95s,311.091474,+19d45m04.1s,19.751144,21.08,0.88,-0.81,10.300,0.010,1.460,0.010,M2,0.090,0.110
HIP 102401,HIP 102401,,GJ 806,2MASS J20450403+4429562,1,0,0,0,0,0,0,20h45m03.74s,311.265601,+44d29m54.3s,44.498410,12.32,0.25,-0.24,10.790,0.000,1.490,0.010,M3,0.030,0.100
AU Mic,HIP 102409,HD 197481,GJ 803,2MASS J20450949-3120266,1,0,0,0,0,0,1,20h45m09.34s,311.288918,-31d20m24.1s,-31.340024,9.91,0.10,-0.10,8.760,0.050,1.450,0.050,M1VE,0.090,0.120
HIP 102422,HIP 102422,HD 198149,GJ 807,2MASS J20451737+6150199,1,1,1,0,0,0,0,20h45m17.27s,311.321953,+61d50m12.5s,61.836794,14.27,,,3.410,0.020,0.910,0.000,K0IV,9.370,0.060
HIP 102431,HIP 102431,HD 198084,GJ 9706,2MASS J20452110+5734469,1,1,0,0,0,0,0,20h45m21.20s,311.338319,+57d34m49.1s,57.580298,27.29,0.28,-0.27,4.520,0.000,0.540,0.010,F8IV-V,10.110,0.110
HIP 102485,HIP 102485,HD 197692,GJ 805,2MASS J20460572-2516153,1,1,1,0,1,0,0,20h46m05.77s,311.524025,-25d16m13.9s,-25.270517,14.68,,,4.130,0.000,0.430,0.010,F5V,4.060,0.100
HIP 102488,HIP 102488,HD 197989,GJ 806.1 A,2MASS J20461266+3358128,1,1,0,0,0,0,0,20h46m12.43s,311.551801,+33d58m10.0s,33.969453,22.29,,,2.450,0.020,1.020,0.020,K0III,60.040,0.060
HIP 102616,HIP 102616,,,2MASS J20474091+7056020,1,0,0,0,0,0,0,20h47m40.31s,311.917960,+70d55m57.6s,70.932661,27.33,1.14,-1.05,10.760,0.010,1.370,0.020,K6,0.080,0.110
HIP 102766,HIP 102766,HD 198425,,2MASS J20491624+3217054,1,0,0,0,0,0,0,20h49m16.34s,312.318096,+32d17m07.6s,32.285438,24.05,0.49,-0.47,8.260,0.020,0.950,0.020,K2,0.320,0.070
HIP 102851,HIP 102851,HD 198550,GJ 808.2,2MASS J20501053+2923028,1,0,0,0,0,0,0,20h50m10.54s,312.543918,+29d23m03.3s,29.384258,20.99,0.43,-0.41,8.350,0.020,1.070,0.000,K5V,0.270,0.080
HIP 102870,HIP 102870,,GJ 4167,2MASS J20503305+5253583,1,0,0,0,0,0,0,20h50m32.80s,312.636659,+52d53m54.7s,52.898529,22.42,0.46,-0.44,9.740,0.060,1.280,0.060,K5,0.120,0.130
HIP 103039,HIP 103039,,,2MASS J20523304-1658289,1,0,0,0,0,0,0,20h52m33.20s,313.138352,-16d58m29.3s,-16.974813,5.71,0.06,-0.06,11.460,0.010,1.570,0.010,M3.5V,0.010,0.090
HIP 103096,HIP 103096,HD 199305 A,GJ 809,2MASS J20531977+6209156,1,0,0,0,0,0,0,20h53m19.79s,313.332453,+62d09m22.6s,62.156272,7.05,,,8.550,0.010,1.480,0.010,M2V,0.060,0.090
HIP 103256,HIP 103256,,GJ 1259,2MASS J20550688+1310366,1,0,0,0,0,0,0,20h55m06.53s,313.777214,+13d10m33.1s,13.175848,22.42,0.46,-0.44,8.820,0.000,1.050,0.010,K3V,0.200,0.050
HIP 103324,HIP 103324,,,2MASS J20555991-5956444,1,0,0,0,0,0,0,20h55m59.28s,313.997011,-59d56m41.6s,-59.944885,27.75,2.09,-1.82,11.470,0.010,1.460,0.020,M2,0.060,0.190
HIP 103388,HIP 103388,,GJ 811.1,2MASS J20564659-1026534,1,0,0,0,0,0,0,20h56m46.62s,314.194247,-10d26m44.9s,-10.445807,15.32,0.81,-0.73,11.490,0.010,1.510,0.010,M4,0.030,0.150
HIP 103389,HIP 103389,HD 199260,GJ 811,2MASS J20564731-2617470,1,0,0,0,0,0,0,20h56m47.27s,314.196959,-26d17m46.4s,-26.296220,21.97,0.22,-0.22,5.690,0.020,0.510,0.010,F7V,2.210,0.110
HIP 103393,HIP 103393,,GJ 812 A,2MASS J20564846-0450490,1,0,0,0,0,0,0,20h56m48.07s,314.200295,-04d50m47.2s,-4.846440,17.69,1.33,-1.16,11.920,0.010,1.530,0.010,M4,0.030,0.190
HIP 103441,HIP 103441,,GJ 813,2MASS J20572537+2221457,1,0,0,0,0,0,0,20h57m24.87s,314.353626,+22d21m47.7s,22.363244,13.78,0.57,-0.53,12.010,0.010,1.610,0.010,M3,0.010,0.140
HIP 103458,HIP 103458,HD 199288,GJ 812.1,2MASS J20574008-4407453,1,0,0,0,0,0,0,20h57m40.49s,314.418700,-44d07m37.2s,-44.127000,22.14,0.22,-0.22,6.520,0.010,0.590,0.010,G0V,1.080,0.040
HIP 103544,HIP 103544,,GJ 4173,2MASS J20584191+3416272,1,0,0,0,0,0,0,20h58m41.72s,314.673854,+34d16m28.3s,34.274531,24.10,1.27,-1.15,11.090,0.250,1.740,0.200,M2,0.060,0.450
HIP 103650,HIP 103650,,,2MASS J21000342+7040072,1,0,0,0,0,0,0,21h00m03.17s,315.013224,+70d40m07.7s,70.668792,25.85,0.53,-0.51,9.340,0.050,1.120,0.020,K2,0.170,0.110
HIP 103655 A,HIP 103655 A,,GJ 815 A,2MASS J21000529+4004136 A,1,0,0,0,0,0,0,21h00m04.88s,315.020326,+40d04m15.2s,40.070879,15.29,0.47,-0.45,10.120,0.010,1.520,0.020,M3Ve,0.080,0.120
HIP 103673,HIP 103673,HD 199623,,2MASS J21002151-5115551,1,0,0,0,0,0,0,21h00m21.56s,315.089851,-51d15m56.3s,-51.265634,28.01,0.28,-0.28,5.760,0.020,0.470,0.020,F5/6V,3.360,0.050
HIP 103682,HIP 103682,HD 199960,,2MASS J21003382-0443486,1,0,0,0,0,0,0,21h00m33.81s,315.140884,-04d43m47.7s,-4.729924,27.23,0.56,-0.53,6.190,0.020,0.640,0.010,G5/6V,2.200,0.060
HIP 103768,HIP 103768,HD 199981,GJ 9714,2MASS J21013907-3231279,1,0,0,0,0,0,0,21h01m38.93s,315.412217,-32d31m27.1s,-32.524182,20.31,0.63,-0.59,9.370,0.000,1.240,0.000,K5V,0.130,0.070
HIP 103800,HIP 103800,,GJ 816,2MASS J21015865-0619070,1,0,0,0,0,0,0,21h01m58.78s,315.494901,-06d19m03.6s,-6.317667,14.38,0.60,-0.55,11.220,0.010,1.510,0.010,M3,0.030,0.140
HIP 103820,HIP 103820,HD 199933,,2MASS J21021823-5217292,1,0,0,0,0,0,0,21h02m18.19s,315.575787,-52d17m29.7s,-52.291591,29.54,1.23,-1.14,9.360,0.000,1.050,0.010,K5V,0.200,0.090
HIP 103859,HIP 103859,HD 200560,GJ 816.1 A,2MASS J21024076+4553053 A,1,0,0,0,0,0,0,21h02m40.42s,315.668411,+45d53m03.9s,45.884428,19.47,0.20,-0.19,7.690,0.010,0.970,0.020,K2,0.360,0.050
HIP 103910,HIP 103910,,GJ 816.1 A,2MASS J21031390-5657479,1,0,0,0,0,0,0,21h03m14.33s,315.809703,-56d57m51.4s,-56.964290,12.72,1.11,-0.94,12.800,0.010,1.660,0.010,M4,0.010,0.300
HIP 104059,HIP 104059,,GJ 817,2MASS J21045341-1657311,1,0,0,0,0,0,0,21h04m53.94s,316.224748,-16d57m14.1s,-16.953917,19.17,1.22,-1.09,11.470,0.010,1.480,0.010,M3,0.030,0.160
HIP 104092,HIP 104092,HD 200779,GJ 818,2MASS J21051974+0704092,1,0,0,0,0,0,0,21h05m19.70s,316.332082,+07d04m14.4s,7.070668,15.06,0.15,-0.15,8.270,0.010,1.250,0.010,K5,0.180,0.050
HIP 104137,HIP 104137,,GJ 4180,2MASS J21055638+0425407,1,0,0,0,0,0,0,21h05m56.31s,316.484626,+04d25m42.3s,4.428424,24.98,2.47,-2.06,12.200,0.010,1.490,0.010,M2.5,0.040,0.240
HIP 104214,HIP 104214,HD 201091,GJ 820 A,2MASS J21065341+3844529,1,1,1,1,1,1,0,21h06m50.84s,316.711813,+38d44m29.4s,38.741494,3.50,,,5.200,0.010,1.070,0.020,K5.0V,0.130,0.100
HIP 104217,HIP 104217,HD 201092,GJ 820 B,2MASS J21065473+3844265,1,0,1,0,1,1,0,21h06m52.19s,316.717468,+38d44m03.9s,38.734414,3.50,,,5.950,0.020,1.300,0.020,K7.0V,0.100,0.100
HIP 104239 A,HIP 104239 A,HD 200968,GJ 819 A,2MASS J21071037-1355224,1,0,0,1,0,0,0,21h07m10.15s,316.792295,-13d55m22.1s,-13.922816,17.57,0.18,-0.17,7.190,0.020,0.900,0.010,K1V,0.440,0.110
HIP 104299,HIP 104299,HD 200505,,2MASS J21074593-6755131,1,0,0,0,0,0,0,21h07m45.59s,316.939976,-67d55m12.1s,-67.920039,27.38,0.85,-0.80,8.550,0.000,0.840,0.000,K1V,0.300,0.080
HIP 104383 A,HIP 104383 A,,GJ 9721 A,2MASS J21084547-0425366 A,1,0,0,0,0,0,0,21h08m45.51s,317.189644,-04d25m36.7s,-4.426849,27.09,1.13,-1.04,9.450,0.010,1.150,0.020,M1,0.200,0.100
HIP 104432,HIP 104432,,GJ 821,2MASS J21091740-1318080,1,0,0,0,0,0,0,21h09m17.00s,317.320829,-13d17m51.6s,-13.297655,12.17,0.38,-0.35,10.870,0.000,1.490,0.010,M3,0.020,0.110
HIP 104436,HIP 104436,HD 199509,,2MASS J21092083-8201383,1,0,0,0,0,0,0,21h09m19.63s,317.331772,-82d01m37.7s,-82.027142,23.84,0.24,-0.24,7.000,0.010,0.620,0.010,G3V,0.830,0.040
HIP 104440,HIP 104440,HD 200525,GJ 818.1 A,2MASS J21092250-7310235 A,1,0,0,0,0,0,0,21h09m21.52s,317.339654,-73d10m20.2s,-73.172270,19.77,0.61,-0.58,5.670,0.020,0.570,0.020,F8/G0V,1.870,0.100
HIP 104644,HIP 104644,,GJ 9724,2MASS J21114955-4336489,1,0,0,0,0,0,0,21h11m49.40s,317.955813,-43d36m43.1s,-43.611973,14.80,0.94,-0.84,11.980,0.010,1.590,0.010,M1:,0.010,0.160
HIP 104733,HIP 104733,HD 202108,,2MASS J21125763+3048340,1,0,0,0,0,0,0,21h12m57.65s,318.240209,+30d48m33.3s,30.809247,26.93,0.55,-0.53,7.330,0.020,0.650,0.020,G0,0.770,0.060
HIP 104809,HIP 104809,HD 201989,,2MASS J21140177-2939487,1,0,0,0,0,0,0,21h14m01.65s,318.506855,-29d39m48.4s,-29.663433,29.73,0.61,-0.58,7.380,0.000,0.690,0.000,G3/5V,0.920,0.050
HIP 104858 A,HIP 104858 A,HD 202275 A,GJ 822 A,2MASS J21142881+1000249 A,1,1,0,0,0,0,0,21h14m28.79s,318.619959,+10d00m27.8s,10.007719,18.49,0.19,-0.18,4.470,0.010,0.530,0.020,F5V+...,4.790,0.060
HIP 104887 A,HIP 104887 A,HD 202444,GJ 822.1 A,2MASS J21144746+3802429 A,1,1,0,0,0,0,0,21h14m47.35s,318.697278,+38d02m39.6s,38.044320,20.34,0.21,-0.20,3.740,0.000,0.390,0.000,F1IV,11.130,0.050
HIP 105038,HIP 105038,HD 202575,GJ 824,2MASS J21163247+0923376,1,0,0,0,0,0,0,21h16m32.38s,319.134920,+09d23m38.8s,9.394115,16.39,0.17,-0.16,7.880,0.010,1.050,0.010,K2,0.230,0.050
HIP 105090,HIP 105090,HD 202560,GJ 825,2MASS J21171534-3852022,1,0,0,1,0,0,0,21h17m17.71s,319.323797,-38d51m52.5s,-38.864575,3.95,,,6.690,0.000,1.400,0.000,K9.0V,0.080,0.100
HIP 105152,HIP 105152,HD 202751,GJ 825.3,2MASS J21180298+0009416,1,0,0,0,0,0,0,21h18m02.70s,319.511255,+00d09m43.3s,0.162033,19.82,0.40,-0.39,8.160,0.010,1.010,0.010,K4/5V,0.260,0.070
HIP 105184,HIP 105184,HD 202628,GJ 825.2,2MASS J21182725-4320048,1,0,0,0,0,0,0,21h18m27.08s,319.612815,-43d20m04.9s,-43.334703,24.42,0.25,-0.24,6.750,0.000,0.640,0.000,G2V,1.060,0.030
HIP 105199,HIP 105199,HD 203280,GJ 826,2MASS J21183475+6235081,1,1,1,0,1,0,0,21h18m34.58s,319.644090,+62d35m07.6s,62.585455,15.04,,,2.430,0.020,0.240,0.020,A7IV-V,19.930,0.060
HIP 105312 A,HIP 105312 A,HD 202940,GJ 825.4 A,2MASS J21194564-2621100 A,1,0,0,1,0,0,0,21h19m46.00s,319.941683,-26d21m07.2s,-26.352011,17.97,0.18,-0.18,6.560,0.010,0.740,0.020,G5V,0.780,0.040
HIP 105336,HIP 105336,,GJ 9732,2MASS J21200974-6739054,1,0,0,0,0,0,0,21h20m10.46s,320.043564,-67d39m06.4s,-67.651777,20.48,1.08,-0.98,10.900,0.010,1.490,0.010,,0.060,0.140
HIP 105341,HIP 105341,HD 203040,GJ 826.1,2MASS J21201384-1951070,1,0,0,0,0,0,0,21h20m13.93s,320.058036,-19d51m01.9s,-19.850532,16.22,0.33,-0.32,9.090,0.010,1.370,0.010,K5V,0.120,0.070
HIP 105406,HIP 105406,HD 203454,,2MASS J21210143+4020420,1,0,0,0,0,0,0,21h21m01.44s,320.255993,+40d20m44.1s,40.345574,27.01,0.27,-0.27,6.390,0.020,0.530,0.010,F8V,1.820,0.050
HIP 105533,HIP 105533,,,2MASS J21222661+1052257,1,0,0,0,0,0,0,21h22m26.63s,320.610976,+10d52m25.3s,10.873683,20.47,0.63,-0.60,9.920,0.010,1.400,0.010,M0,0.100,0.150
HIP 105675,HIP 105675,HD 203413,,2MASS J21241516-5841322,1,0,0,0,0,0,0,21h24m15.24s,321.063519,-58d41m32.1s,-58.692260,25.11,0.78,-0.73,8.680,0.030,1.060,0.030,K3V,0.260,0.100
HIP 105679,HIP 105679,,GJ 826.2,2MASS J21241840-4641352,1,0,0,0,0,0,0,21h24m17.73s,321.073872,-46d41m34.6s,-46.692956,25.24,3.44,-2.70,12.450,0.010,1.520,0.020,M5,0.030,0.290
HIP 105712,HIP 105712,HD 203244,GJ 1262,2MASS J21244063-6813402,1,0,0,0,0,0,0,21h24m40.42s,321.168419,-68d13m41.7s,-68.228245,20.42,0.21,-0.20,6.980,0.020,0.720,0.010,G5V,0.640,0.050
HIP 105766,HIP 105766,HD 204521,GJ 4194,2MASS J21251680+7028390,1,0,0,0,0,0,0,21h25m16.73s,321.319693,+70d28m38.8s,70.477444,26.41,0.27,-0.26,7.260,0.010,0.620,0.020,G5,0.800,0.040
HIP 105791,HIP 105791,HD 204079,,2MASS J21252902+2712389,1,0,0,0,0,0,0,21h25m29.10s,321.371248,+27d12m39.9s,27.211083,29.42,0.91,-0.86,8.310,0.020,0.830,0.020,K1V,0.430,0.090
HIP 105858,HIP 105858,HD 203608,GJ 827,2MASS J21262662-6521578,1,1,1,1,0,0,0,21h26m26.49s,321.610384,-65d22m05.3s,-65.368144,9.26,,,4.220,0.020,0.470,0.020,F7V,1.540,0.060
HIP 105885,HIP 105885,,GJ 828.1,2MASS J21264245+0344136,1,0,0,0,0,0,0,21h26m42.48s,321.676979,+03d44m14.2s,3.737271,27.08,1.73,-1.53,10.500,0.010,1.370,0.020,M1,0.100,0.150
HIP 105905,HIP 105905,HD 203850,GJ 827.1,2MASS J21265851-5607309,1,0,0,0,0,0,0,21h26m57.76s,321.740671,-56d07m32.2s,-56.125602,23.00,0.47,-0.45,8.680,0.010,0.920,0.010,K3V,0.210,0.070
HIP 105911,HIP 105911,HD 203985,GJ 828 A,2MASS J21270130-4448310,1,0,0,0,0,0,0,21h27m01.11s,321.754628,-44d48m32.5s,-44.809018,23.51,0.73,-0.68,7.490,0.010,0.900,0.010,K1IV,0.590,0.080
HIP 105932,HIP 105932,,GJ 828.2,2MASS J21271685-0650391,1,0,0,0,0,0,0,21h27m16.84s,321.820166,-06d50m35.9s,-6.843302,16.35,0.68,-0.63,11.090,0.010,1.500,0.010,M0,0.030,0.130
HIP 105963,HIP 105963,,GJ 4196,2MASS J21273299+3401289,1,0,0,0,0,0,0,21h27m33.15s,321.888134,+34d01m30.2s,34.025060,27.87,2.76,-2.30,11.110,0.140,1.090,0.140,M0:,0.080,0.370
HIP 106106,HIP 106106,,GJ 829,2MASS J21293671+1738353,1,0,0,0,0,0,0,21h29m36.20s,322.400815,+17d38m32.6s,17.642376,6.71,0.07,-0.07,10.330,0.000,1.620,0.010,M2.0V,0.020,0.090
HIP 106122,HIP 106122,HD 204814,,2MASS J21294676+4553396,1,0,0,0,0,0,0,21h29m46.46s,322.443583,+45d53m37.1s,45.893634,29.10,0.59,-0.57,7.930,0.000,0.760,0.000,G8V,0.560,0.040
HIP 106147,HIP 106147,HD 204587,GJ 830,2MASS J21300271-1230361,1,0,0,0,0,0,0,21h30m02.15s,322.508945,-12d30m34.0s,-12.509437,18.41,0.38,-0.36,9.080,0.010,1.290,0.010,K4/5V,0.140,0.070
HIP 106231,HIP 106231,,GJ 4199,2MASS J21310171+2320074,1,0,0,0,0,0,0,21h31m01.63s,322.756785,+23d20m08.6s,23.335734,24.80,0.77,-0.72,9.240,0.040,1.050,0.020,K8,0.190,0.100
HIP 106255,HIP 106255,,GJ 831 A,2MASS J21311859-0947263 A,1,0,0,0,0,0,0,21h31m17.92s,322.824671,-09d47m25.9s,-9.790532,8.30,0.44,-0.40,12.010,0.010,1.660,0.010,M4e...,0.010,0.150
HD 204941,HIP 106353,HD 204941,,2MASS J21322353-2057264,1,0,1,0,0,1,1,21h32m23.68s,323.098683,-20d57m25.6s,-20.957119,26.90,0.83,-0.78,8.450,0.000,0.880,0.000,K1/2V,0.320,0.070
HIP 106400,HIP 106400,HD 205434,,2MASS J21330103+6200087,1,0,0,0,0,0,0,21h33m00.61s,323.252534,+62d00m07.1s,62.001979,23.24,0.47,-0.46,9.300,0.050,1.170,0.050,K,0.160,0.110
HIP 106407,HIP 106407,HD 205286,,2MASS J21330885+4049274,1,0,0,0,0,0,0,21h33m08.74s,323.286398,+40d49m28.7s,40.824645,28.82,0.59,-0.57,7.750,0.020,0.840,0.020,K2,0.640,0.060
GJ 832,HIP 106440,HD 204961,GJ 832,2MASS J21333397-4900323,1,1,1,0,0,1,2,21h33m34.02s,323.391734,-49d00m25.3s,-49.007018,4.95,,,8.670,0.010,1.500,0.010,M1.5V,0.030,0.090
HIP 106557,HIP 106557,,GJ 4205,2MASS J21345036+5132138,1,0,0,0,0,0,0,21h34m49.91s,323.707952,+51d32m10.9s,51.536348,17.90,0.75,-0.69,11.600,0.460,1.780,0.460,M:,0.030,0.730
HIP 106559,HIP 106559,HD 205289,,2MASS J21345105-2005032,1,0,0,0,0,0,0,21h34m51.07s,323.712788,-20d05m03.8s,-20.084382,27.10,0.27,-0.27,5.700,0.020,0.400,0.020,F5V,3.270,0.050
HIP 106694 A,HIP 106694 A,,GJ 834 A,2MASS J21363852+3927206 A,1,0,0,0,0,0,0,21h36m38.73s,324.161368,+39d27m21.9s,39.456093,20.93,1.10,-1.00,10.170,0.020,1.430,0.020,M0...,0.110,0.160
HIP 106696,HIP 106696,HD 205390,GJ 833,2MASS J21364123-5050433,1,0,0,0,0,0,0,21h36m40.85s,324.170217,-50d50m41.6s,-50.844900,14.62,0.15,-0.14,7.140,0.010,0.880,0.010,K2V,0.320,0.030
HIP 106803,HIP 106803,,GJ 4206,2MASS J21375567-6342430,1,0,0,0,0,0,0,21h37m55.89s,324.482887,-63d42m42.1s,-63.711685,21.25,1.12,-1.01,10.620,0.010,1.450,0.010,M2,0.080,0.160
HIP 106811 A,HIP 106811 A,,GJ 835,2MASS J21380036+2743254 A,1,0,0,0,0,0,0,21h38m00.07s,324.500307,+27d43m26.1s,27.723926,13.32,0.41,-0.39,9.830,0.010,1.500,0.010,,0.060,0.110
HIP 106913,HIP 106913,HD 205905,GJ 836.1,2MASS J21391010-2718234,1,0,0,0,0,0,0,21h39m09.90s,324.791245,-27d18m22.9s,-27.306368,25.65,0.26,-0.25,6.740,0.020,0.620,0.010,G2V,1.180,0.060
HIP 106972 A,HIP 106972 A,,GJ 4210,2MASS J21395433+2736439 A,1,0,0,0,0,0,0,21h39m54.19s,324.975808,+27d36m45.4s,27.612622,24.43,1.84,-1.60,11.620,0.010,1.520,0.020,M3:,0.050,0.200
HIP 107022,HIP 107022,HD 205536,,2MASS J21402972-7404275,1,0,0,0,0,0,0,21h40m30.07s,325.125288,-74d04m29.3s,-74.074797,22.02,0.22,-0.22,7.070,0.000,0.760,0.000,G8V,0.700,0.040
HIP 107038,HIP 107038,HD 207897,,2MASS J21404490+8420005,1,0,0,0,0,0,0,21h40m42.74s,325.178100,+84d20m00.0s,84.333337,28.17,0.28,-0.28,8.400,0.020,0.870,0.020,K0,0.360,0.060
HIP 107070,HIP 107070,HD 206374,,2MASS J21410613+2645024,1,0,0,0,0,0,0,21h41m05.97s,325.274885,+26d45m03.2s,26.750887,26.94,0.55,-0.53,7.440,0.020,0.690,0.010,G8V,0.710,0.060
HIP 107089,HIP 107089,HD 205478,GJ 835.1,2MASS J21412863-7723243,1,1,0,0,0,0,0,21h41m28.47s,325.368638,-77d23m22.1s,-77.389462,21.20,0.88,-0.82,3.730,0.020,1.020,0.020,K0III,17.910,0.150
HIP 107143,HIP 107143,HD 206276,GJ 836.3,2MASS J21421012-4107297,1,0,0,0,0,0,0,21h42m09.98s,325.541596,-41d07m27.2s,-41.124221,26.79,2.33,-1.98,8.830,0.010,1.050,0.010,K3V(P),0.290,0.180
HIP 107310 A,HIP 107310 A,HD 206826,GJ 836.6 A,2MASS J21440853+2844336 A,1,1,0,0,0,0,0,21h44m08.40s,326.035019,+28d44m35.6s,28.743222,22.24,0.22,-0.22,4.690,0.020,0.450,0.020,F6V,5.780,0.060
HIP 107317,HIP 107317,,GJ 4213,2MASS J21441297+0638292,1,0,0,0,0,0,0,21h44m13.18s,326.054919,+06d38m30.7s,6.641867,20.82,1.57,-1.36,12.120,0.010,1.520,0.010,M3V:,0.030,0.190
HIP 107346,HIP 107346,,GJ 836.8,2MASS J21442997+4135509,1,0,0,0,0,0,0,21h44m30.01s,326.125039,+41d35m50.5s,41.597362,19.74,0.61,-0.57,9.650,0.000,1.330,0.010,K0,0.110,0.060
HN Peg,HIP 107350,HD 206860,GJ 836.7,2MASS J21443131+1446190,1,0,0,0,0,0,1,21h44m31.19s,326.129960,+14d46m20.0s,14.772215,17.89,0.18,-0.18,5.950,0.020,0.590,0.000,G0V,1.180,0.060
HIP 107376,HIP 107376,,,2MASS J21445400+4417096,1,0,0,0,0,0,0,21h44m54.11s,326.225443,+44d17m14.6s,44.287400,26.46,1.99,-1.73,11.430,0.260,1.190,0.260,K:,0.070,0.490
HIP 107427,HIP 107427,,,2MASS J21452965-2133284,1,0,0,0,0,0,0,21h45m29.68s,326.373650,-21d33m29.9s,-21.558295,13.78,8.09,-3.72,10.930,0.010,0.470,0.010,F5.5V,0.010,1.020
HIP 107522 A,HIP 107522 A,HD 206804 A,GJ 836.9 A,2MASS J21463575-5742121 A,1,0,0,0,0,0,0,21h46m35.68s,326.648682,-57d42m04.3s,-57.701182,18.63,0.58,-0.54,8.770,0.000,1.320,0.000,K5V+G/KIII,0.210,0.060
HIP 107556,HIP 107556,HD 207098,GJ 837,2MASS J21470244-1607382,1,1,1,0,0,0,0,21h47m02.29s,326.759522,-16d07m35.6s,-16.126566,11.87,,,2.850,0.020,0.300,0.020,A5mF2 (IV),8.380,0.060
HIP 107625,HIP 107625,HD 207144,GJ 9754,2MASS J21480003-4015217,1,0,0,0,0,0,0,21h47m59.96s,326.999847,-40d15m18.8s,-40.255224,23.70,0.48,-0.46,8.600,0.030,0.960,0.000,K3V,0.240,0.080
HIP 107649,HIP 107649,HD 207129,GJ 838,2MASS J21481574-4718129,1,0,1,0,0,0,0,21h48m15.61s,327.065037,-47d18m10.4s,-47.302898,15.99,0.16,-0.16,5.570,0.020,0.600,0.000,G0V,1.350,0.060
HIP 107705 A,HIP 107705 A,,GJ 1264,2MASS J21490591-7206085 A,1,0,0,0,0,0,0,21h49m05.27s,327.271962,-72d06m06.4s,-72.101784,16.32,0.50,-0.48,9.620,0.010,1.450,0.010,M2Ve,0.110,0.110
HIP 107711,HIP 107711,,GJ 4224 A,2MASS J21491134-4133295 A,1,0,0,0,0,0,0,21h49m11.13s,327.296375,-41d33m28.3s,-41.557870,20.45,28.24,-7.51,11.510,0.010,1.620,0.010,M6,0.050,1.880
HIP 107772,HIP 107772,,,2MASS J21495979-4114422,1,0,0,0,0,0,1,21h49m59.98s,327.499898,-41d14m44.2s,-41.245604,23.20,1.22,-1.10,10.540,0.010,1.390,0.010,M0,0.070,0.200
HIP 107920 A,HIP 107920 A,HD 207966,GJ 838.3 A,2MASS J21515291+4220376,1,0,0,0,0,0,0,21h51m53.07s,327.971120,+42d20m40.6s,42.344621,29.33,0.60,-0.58,7.840,0.020,0.780,0.020,G5,0.620,0.120
HIP 107968,HIP 107968,,GJ 838.4,2MASS J21522538+0223192,1,0,0,0,0,0,0,21h52m25.37s,328.105708,+02d23m22.2s,2.389502,26.66,3.64,-2.86,12.740,0.010,-0.010,0.020,DA:,0.030,0.290
HIP 107975,HIP 107975,HD 207978,GJ 4234,2MASS J21522991+2847367,1,0,0,0,0,0,0,21h52m29.96s,328.124817,+28d47m37.3s,28.793692,27.45,0.28,-0.27,5.520,0.020,0.420,0.020,F6IVwvar,3.990,0.060
HIP 108020,HIP 108020,,,2MASS J21530273-6413027,1,0,0,0,0,0,0,21h53m02.58s,328.260757,-64d13m02.5s,-64.217362,28.43,1.18,-1.09,9.840,0.010,1.180,0.020,K7,0.160,0.110
