champ,description_question,variable_reponse,description_reponse,,,,,,
Q71r4,"Q71r4: Les horaires ne conviennent pas - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrai",1,Les horaires ne conviennent pas,,,,,,
Q71r5,"Q71r5: La difficulté de concilier l’horaire de tous les enfants ou à les faire garder - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: La difficulté de concilier l’horaire de tous les enfants ou à les faire garder,,,,,,
Q71r5,"Q71r5: La difficulté de concilier l’horaire de tous les enfants ou à les faire garder - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,La difficulté de concilier l’horaire de tous les enfants ou à les faire garder,,,,,,
Q71r6,"Q71r6: Les activités ne sont pas adaptées à ma réalité - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Les activités ne sont pas adaptées à ma réalité,,,,,,
Q71r6,"Q71r6: Les activités ne sont pas adaptées à ma réalité - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Les activités ne sont pas adaptées à ma réalité,,,,,,
Q71r7,"Q71r7: Le manque d’information sur les services offerts - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Le manque d’information sur les services offerts,,,,,,
Q71r7,"Q71r7: Le manque d’information sur les services offerts - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Le manque d’information sur les services offerts,,,,,,
Q71r8,"Q71r8: Le manque de places - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Le manque de places,,,,,,
Q71r8,"Q71r8: Le manque de places - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport)",1,Le manque de places,,,,,,
Q71r9,"Q71r9: Le coût - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport)?",0,NO TO: Le coût,,,,,,
Q71r9,"Q71r9: Le coût - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport)?",1,Le coût,,,,,,
Q71r10,"Q71r10: Distance ou complexité pour se rendre - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Distance ou complexité pour se rendre,,,,,,
Q71r10,"Q71r10: Distance ou complexité pour se rendre - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Distance ou complexité pour se rendre,,,,,,
Q71r11,"Q71r11: Simplement un manque d’intérêt - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Simplement un manque d’intérêt,,,,,,
Q71r11,"Q71r11: Simplement un manque d’intérêt - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Simplement un manque d’intérêt,,,,,,
Q71r98,"Q71r98: Je ne sais pas - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Je ne sais pas,,,,,,
Q71r98,"Q71r98: Je ne sais pas - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Je ne sais pas,,,,,,
Q71r99,"Q71r99: Je préfère ne pas répondre - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",0,NO TO: Je préfère ne pas répondre,,,,,,
Q71r99,"Q71r99: Je préfère ne pas répondre - Pour quelles raisons n’utilisez-vous pas les installations de sports et loisirs municipaux de votre quartier (parcs publics avec ou sans aire de jeu, piscines publiques, pataugeoires ou jets d’eau, arénas ou terrains de sport) ?",1,Je préfère ne pas répondre,,,,,,
Q72,"Q72: Connaissez-vous les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",1,Oui,,,,,,
Q72,"Q72: Connaissez-vous les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",2,Non,,,,,,
Q72,"Q72: Connaissez-vous les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",8,Je ne sais pas,,,,,,
Q72,"Q72: Connaissez-vous les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",9,Je préfère ne pas répondre,,,,,,
Q73,"Q73: Avez-vous déjà utilisé les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",1,Oui,,,,,,
Q73,"Q73: Avez-vous déjà utilisé les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",2,Non,,,,,,
Q73,"Q73: Avez-vous déjà utilisé les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",8,Je ne sais pas,,,,,,
Q73,"Q73: Avez-vous déjà utilisé les Services du Bureau Accès Montréal (vignettes, permis, paiement de taxes, carte accès Montréal, inscription et renseignements sur activités de sports, de loisirs, culturelle ou bibliothèques)?",9,Je préfère ne pas répondre,,,,,,
Q74,"Q74: Connaissez-vous le service du 311 (service de communication téléphonique et internet avec la Ville de Montréal), qui offre une panoplie de services et d’information de la ville comme par exemple : vous informer sur la programmation des activité",1,Oui,,,,,,
Q74,"Q74: Connaissez-vous le service du 311 (service de communication téléphonique et internet avec la Ville de Montréal), qui offre une panoplie de services et d’information de la ville comme par exemple : vous informer sur la programmation des activité",2,Non,,,,,,
Q74,"Q74: Connaissez-vous le service du 311 (service de communication téléphonique et internet avec la Ville de Montréal), qui offre une panoplie de services et d’information de la ville comme par exemple : vous informer sur la programmation des activité",8,Je ne sais pas,,,,,,
Q74,"Q74: Connaissez-vous le service du 311 (service de communication téléphonique et internet avec la Ville de Montréal), qui offre une panoplie de services et d’information de la ville comme par exemple : vous informer sur la programmation des activité",9,Je préfère ne pas répondre,,,,,,
Q75,Q75: Avez-vous déjà utilisé le service du 311?,1,Oui,,,,,,
Q75,Q75: Avez-vous déjà utilisé le service du 311?,2,Non,,,,,,
Q75,Q75: Avez-vous déjà utilisé le service du 311?,8,Je ne sais pas,,,,,,
Q75,Q75: Avez-vous déjà utilisé le service du 311?,9,Je préfère ne pas répondre,,,,,,
Q76r1,"Q76r1: Promouvoir des occasions de rencontres et de rapprochement interculturels - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",0,NO TO: Promouvoir des occasions de rencontres et de rapprochement interculturels,,,,,,
Q76r1,"Q76r1: Promouvoir des occasions de rencontres et de rapprochement interculturels - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",1,Promouvoir des occasions de rencontres et de rapprochement interculturels,,,,,,
Q76r2,"Q76r2: Contribuer à l’intégration sociale des personnes immigrantes - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",0,NO TO: Contribuer à l’intégration sociale des personnes immigrantes,,,,,,
Q76r2,"Q76r2: Contribuer à l’intégration sociale des personnes immigrantes - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",1,Contribuer à l’intégration sociale des personnes immigrantes,,,,,,
Q76r3,"Q76r3: Contribuer à l’intégration professionnelle et/ou entrepreneurial des personnes immigrantes - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",0,NO TO: Contribuer à l’intégration professionnelle et/ou entrepreneurial des personnes immigrantes,,,,,,
Q76r3,"Q76r3: Contribuer à l’intégration professionnelle et/ou entrepreneurial des personnes immigrantes - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",1,Contribuer à l’intégration professionnelle et/ou entrepreneurial des personnes immigrantes,,,,,,
Q76r4,"Q76r4: Favoriser l’accès des personnes sans statut ou à statut précaire d’immigration aux services de la Ville - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",0,NO TO: Favoriser l’accès des personnes sans statut ou à statut précaire d’immigration aux services de la Ville,,,,,,
Q76r4,"Q76r4: Favoriser l’accès des personnes sans statut ou à statut précaire d’immigration aux services de la Ville - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",1,Favoriser l’accès des personnes sans statut ou à statut précaire d’immigration aux services de la Ville,,,,,,
Q76r5,"Q76r5: Faciliter l’obtention d’un logement adéquat - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",0,NO TO: Faciliter l’obtention d’un logement adéquat,,,,,,
Q76r5,"Q76r5: Faciliter l’obtention d’un logement adéquat - Selon vous, qu’est-ce que la Ville de Montréal devrait prioriser pour faciliter l’intégration des personnes immigrantes?",1,Faciliter l’obtention d’un logement adéquat,,,,,,
